LinkID,Type,NodeID1,NodeID2,Length_ft,Diameter_in,Roughness,InitialStatus,MinorLoss_K,Power_HP,Setting,CurveID,Valve  Type,Tag,Valve,Type.1,Reject_Reason,Notes,__sheet__
P_SNT4_70_50,Pipe,J_SNT4_70,J_SNT4_120,50,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT4 +50 ft to CNT66,,,,,Sheet1
P_SNT4_120_CNT66,Pipe,J_SNT4_120,CNT66,15,1.029,0.000167,Open,0,nan,nan,nan,nan,15 ft lateral → CNT66,,,,,Sheet1
P_SNT4_120_50,Pipe,J_SNT4_120,J_SNT4_170,50,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT4 +50 ft to CNT67,,,,,Sheet1
P_SNT4_170_CNT67,Pipe,J_SNT4_170,CNT67,15,1.029,0.000167,Open,0,nan,nan,nan,nan,15 ft lateral → CNT67,,,,,Sheet1
P_SNT2_1070_V10_OUT,Pipe,J_V10_OUT,J_SNT2_1170,100,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT2 +100 ft on trunk to Valve 11,,,,,Sheet1
P_SNT2_1170_V11_IN,Pipe,J_V11_IN,J_V11_OUT,0,2.469,0.000167,Open,0,nan,20,nan,FCV,"""FCV set to 20 gpm (SNT2)""",,,,,Sheet1
P_SNT5_125_V11_OUT,Pipe,J_V11_OUT,J_SNT5_125,125,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT5 +125 ft on trunk through Valve 11,,,,,Sheet1
P_SN5BEND_125_140,Pipe,J_SNT5_BEND,J_SNT5_140,15,2.469,0.000167,Open,0,nan,nan,nan,nan,"""Seg: 90° bend → SNT5 +15 ft""",,,,,Sheet1
P_SNT5_140_165,Pipe,J_SNT5_14,J_SNT2_165,25,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT5 +25 ft on trunk to CNT68,,,,,Sheet1
P_SNT5_165_CNT69,Pipe,J_SNT5_155,CNT68,55,1.029,0.000167,Open,0,nan,nan,nan,nan,55 ft lateral → CNT69,,,,,Sheet1
P_SNT5_165_190,Pipe,J_SNT5_165,J_SNT5_190,25,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT5+25 ft on trunk to CNT69,,,,,Sheet1
P_SNT5_190_CNT69,Pipe,J_SNT5_190,CNT69,55,1.029,0.000167,Open,0,nan,nan,nan,nan,55 ft lateral → CNT69,,,,,Sheet1
P_SNT5_190_260,Pipe,J_SNT5_190,J_SNT5_260,70,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT5 +70 ft on trunk to CNT70,,,,,Sheet1
P_SNT5_260_CNT70,Pipe,J_SNT5_260,CNT70,30,1.029,0.000167,Open,0,nan,nan,nan,nan,30 ft lateral → CNT70,,,,,Sheet1
P_SNT2_260_310,Pipe,J_SNT5_260,J_SNT5_310,50,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT5 +50 ft on trunk to CNT71,,,,,Sheet1
P_SNT2_310_CNT71,Pipe,J_SNT5_310,CNT71,80,1.029,0.000167,Open,0,nan,nan,nan,nan,80 ft lateral → CNT71,,,,,Sheet1
P_SNT2_310_325,Pipe,J_SNT5_310,J_SNT5_325,15,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT5 +15 ft on trunk to CNT72,,,,,Sheet1
P_SNT5_325_CNT72,Pipe,J_SNT5_325,CNT72,15,1.029,0.000167,Open,0,nan,nan,nan,nan,15 ft lateral → CNT72,,,,,Sheet1
P_SNT5_325_400,Pipe,J_SNT5_325,J_SNT5_400,75,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT5 +75 ft on trunk to CNT73,,,,,Sheet1
P_SNT5_400_CNT73,Pipe,J_SNT5_400,CNT73,55,1.029,0.000167,Open,0,nan,nan,nan,nan,55 ft lateral → CNT73,,,,,Sheet1
P_SNT5_400_415,Pipe,J_SNT5_400,J_SNT5_415,15,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT5 +15 ft on trunk to CNT74,,,,,Sheet1
P_SNT5_415_CNT74,Pipe,J_SNT5_415,CNT74,55,1.029,0.000167,Open,0,nan,nan,nan,nan,SNT5 +25 ft on trunk to CNT68,,,,,Sheet1
P_SNT5_400_430,Pipe,J_SNT5_415,J_SNT5_430,15,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT5 +15 ft on trunk to CNT75,,,,,Sheet1
P_SNT5_430_ CNT75,Pipe,J_SNT5_430,CNT75,90,1.029,0.000167,Open,0,nan,nan,nan,nan,SNT5+90 ft on trunk to CNT75,,,,LinkID contains forbidden characters (space/quote/comma); LinkID contains uncommon characters; verify EPANET compatibility,Sheet1
P_SNT5_430_495,Pipe,J_SNT5_430,J_SNT5_495,65,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT5 +55 ft on trunk to CNT76,,,,,Sheet1
P_SNT5_495_ CNT76,Pipe,J_SNT5_495,CNT76,55,1.029,0.000167,Open,0,nan,nan,nan,nan,65 ft lateral → CNT76,,,,LinkID contains forbidden characters (space/quote/comma); LinkID contains uncommon characters; verify EPANET compatibility,Sheet1
P_SNT5_495_530,Pipe,J_SNT5_495,J_SNT5_530,35,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT5 +35 ft on trunk to CNT77,,,,,Sheet1
P_SNT5_530_ CNT77,Pipe,J_SNT5_530,CNT77,100,1.029,0.000167,Open,0,nan,nan,nan,nan,100 ft lateral → CNT77,,,,LinkID contains forbidden characters (space/quote/comma); LinkID contains uncommon characters; verify EPANET compatibility,Sheet1
P_SNT5_530_565,Pipe,J_SNT5_530,J_SNT5_565,35,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT5 +35 ft on trunk to CNT78,,,,,Sheet1
P_SNT5_565_ CNT78,Pipe,J_SNT5_565,CNT78,100,1.029,0.000167,Open,0,nan,nan,nan,nan,100 ft lateral → CNT78,,,,LinkID contains forbidden characters (space/quote/comma); LinkID contains uncommon characters; verify EPANET compatibility,Sheet1
P_SNT5_565_620,Pipe,J_SNT5_530,J_SNT5_620,55,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT5 +55 ft on trunk to CNT79,,,,,Sheet1
P_SNT5_620_ CNT79,Pipe,J_SNT5_620,CNT79,60,1.029,0.000167,Open,0,nan,nan,nan,nan,60 ft lateral → CNT79,,,,LinkID contains forbidden characters (space/quote/comma); LinkID contains uncommon characters; verify EPANET compatibility,Sheet1
P_SNT5_620_695,Pipe,J_SNT5_620,J_SNT5_695,75,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT5 +75 ft on trunk to CNT80,,,,,Sheet1
P_SNT5_695_ CNT80,Pipe,J_SNT5_695,CNT80,60,1.029,0.000167,Open,0,nan,nan,nan,nan,60 ft lateral → CNT80,,,,LinkID contains forbidden characters (space/quote/comma); LinkID contains uncommon characters; verify EPANET compatibility,Sheet1
P_SNT5_695_770,Pipe,J_SNT5_695,J_SNT5_770,75,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT5 +75 ft on trunk to CNT81,,,,,Sheet1
P_SNT5_770_ CNT81,Pipe,J_SNT5_770,CNT81,40,1.029,0.000167,Open,0,nan,nan,nan,nan,40 ft lateral → CNT81,,,,LinkID contains forbidden characters (space/quote/comma); LinkID contains uncommon characters; verify EPANET compatibility,Sheet1
P_SNT5_770_800,Pipe,J_SNT5_770,J_SNT5_800,30,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT5 +30 ft on trunk to CNT82,,,,,Sheet1
P_SNT5_800_ CNT82,Pipe,J_SNT5_800,CNT82,20,1.029,0.000167,Open,0,nan,nan,nan,nan,20 ft lateral → CNT82,,,,LinkID contains forbidden characters (space/quote/comma); LinkID contains uncommon characters; verify EPANET compatibility,Sheet1
P_SNT5_770_850,Pipe,J_SNT5_800,J_SNT5_850,50,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT5 +50 ft on trunk to CNT83,,,,,Sheet1
P_SNT5_850_ CNT83,Pipe,J_SNT5_850,CNT83,40,1.029,0.000167,Open,0,nan,nan,nan,nan,40 ft lateral → CNT81,,,,LinkID contains forbidden characters (space/quote/comma); LinkID contains uncommon characters; verify EPANET compatibility,Sheet1
P_SNT2_1170_V11_OUT,Pipe,J_V11_OUT,J_SNT2_1185,15,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT2 +15 ft on trunk through Valve 11 to CNT84,,,,,Sheet1
P_SNT2_1185_CNT84,Pipe,J_SNT2_1185,CNT84,95,1.029,0.000167,Open,0,nan,nan,nan,nan,95 ft lateral → CNT84,,,,,Sheet1
P_SNT2_1185_1285,Pipe,J_SNT2_1185,J_SNT2_1285,100,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT2 +100 ft on trunk to TEE,,,,,Sheet1
P_TEE_SNT2_1285_1385,Pipe,J_SNT5_1285_TEE,J_SNT5_1385,100,2.469,0.000167,Open,0,nan,nan,nan,nan,Run OUT → J_SNT2_100 ft),,,,,Sheet1
P_SNT2_1285_1385,Pipe,J_SNT2_1285,J_SNT2_1385,100,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT2 +100 ft on trunk to TEE @1385,,,,,Sheet1
P_SNT2_1385_TEE,Pipe,J_SNT2_1385,J_SNT2_1385_TEE,0,2.469,0.000167,Open,K_TEE_RUN_DIV,nan,nan,nan,nan,TEE(dividing): run IN → fitting at SNT2+1385,,,,,Sheet1
P_TEE_SNT2_1385_SNT6,Pipe,J_SNT2_1385_TEE,J_SNT6_80,80,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT6 north 80 ft toward V12,,,,,Sheet1
P_SNT6_V12_IN,Pipe,J_SNT6_80,J_V12_IN,0,2.469,0.000167,Open,0,nan,nan,nan,nan,Stub into V12 (no added length),,,,,Sheet1
V12,Valve,J_V12_IN,J_V12_OUT,0,2.469,0.000167,Closed,0,nan,nan,nan,TCV,Closed valve at SNT6 terminus,,,,Valve row missing Valve subtype (FCV/PRV/PSV/PBV/TCV/GPV),Sheet1
P_TEE_SNT2_1385_1465,Pipe,J_SNT2_1385_TEE,J_SNT2_1465,80,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT2 south 80 ft to TEE @1465,,,,,Sheet1
P_SNT2_1465_TEE,Pipe,J_SNT2_1465,J_SNT2_1465_TEE,0,2.469,0.000167,Open,K_TEE_RUN_DIV,nan,nan,nan,nan,"K_TEE_RUN_DIV,,,,,,TEE(dividing): run IN → fitting at SNT2+1465",,,,,Sheet1
P_TEE_SNT2_1465_SNT7,Pipe,J_SNT2_1465_TEE,",J_SNT7_125",125,2.469,0.000167,Closed,0,nan,nan,nan,nan,SNT7 east 125 ft toward V13,,,,NodeID2 contains forbidden characters (space/quote/comma); NodeID2 contains uncommon characters; verify EPANET compatibility,Sheet1
P_SNT7_V13_IN,Pipe,J_SNT7_125,J_V13_IN,0,2.469,0.000167,Open,0,nan,nan,nan,nan,Stub into V13 (no added length),,,,,Sheet1
V13,Valve,J_V13_IN,J_V13_OUT,0,2.469,0.000167,Closed,0,nan,nan,nan,TCV,Closed valve at SNT7 terminus,,,,Valve row missing Valve subtype (FCV/PRV/PSV/PBV/TCV/GPV),Sheet1
P_TEE_SNT2_1465_1565,Pipe,J_SNT2_1465_TEE,J_SNT2_1565,100,2.469,0.000167,Open,0,nan,nan,nan,nan,SNT2 south 100 ft toward V14,,,,,Sheet1
P_SNT2_V14_IN,Pipe,J_SNT2_1565,J_V14_IN,0,2.469,0.000167,Open,0,nan,nan,nan,nan,Stub into V14 (no added length),,,,,Sheet1
V14,Valve,J_V14_IN,J_V14_OUT,0,2.469,0.000167,Closed,0,nan,nan,nan,TCV,",Closed valve on SNT2",,,,Valve row missing Valve subtype (FCV/PRV/PSV/PBV/TCV/GPV),Sheet1
